Gender,Country,state,self_employed,family_history,treatment,no_employees,remote_work,tech_company,care_options,wellness_program,seek_help,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_vs_physical,age_range
2,45,11,1,0,0,0,1,1,2,1,1,4,1,1,2,2,2,1
1,45,41,0,0,0,4,0,1,0,1,1,1,0,1,1,1,0,2
2,17,-1,1,1,1,2,1,1,0,1,0,1,1,1,2,2,2,2
2,45,30,1,1,1,1,1,0,0,1,0,0,0,1,1,2,1,1
2,45,18,0,1,1,5,0,0,2,2,2,0,1,1,1,2,2,2
2,45,29,0,0,1,4,1,1,2,1,1,0,0,1,1,0,1,-1
2,45,7,0,1,1,5,0,1,1,1,0,1,0,0,0,0,1,1
2,45,2,0,1,0,5,0,1,0,2,2,4,1,1,1,2,0,2
2,45,-1,0,1,1,1,0,1,2,1,1,4,1,1,1,1,0,2
2,45,11,0,1,1,1,0,1,0,1,0,0,1,1,2,2,0,1
2,44,-1,0,0,1,4,0,0,1,1,1,4,2,1,1,0,1,1
1,45,41,0,0,0,5,0,1,0,2,2,2,1,1,0,1,2,1
2,45,41,0,1,1,5,0,1,0,2,2,1,0,1,2,1,1,3
2,45,32,0,1,1,5,0,1,2,2,2,4,1,1,2,2,2,4
1,45,41,0,0,1,2,0,1,2,2,2,2,0,1,1,2,2,2
1,45,2,0,1,1,2,0,1,1,0,1,2,2,1,1,0,0,1
2,45,15,0,0,1,2,1,1,2,0,0,0,0,1,0,1,0,3
1,45,41,0,0,1,5,0,1,2,1,1,0,2,0,0,0,1,1
1,45,41,0,1,1,2,1,1,0,1,1,0,0,1,1,2,2,1
1,45,28,0,1,1,5,0,0,2,2,2,3,0,0,1,1,2,2
1,45,2,0,1,1,5,0,1,2,1,2,0,0,1,0,0,0,1
2,7,-1,0,0,1,3,0,1,1,1,0,2,1,1,1,1,0,3
2,45,2,0,0,1,5,0,1,0,2,2,0,1,1,1,2,2,1
2,45,11,0,1,1,2,1,1,0,1,1,0,1,1,2,2,0,2
2,17,-1,0,1,1,2,1,1,0,1,1,2,1,1,2,2,1,1
2,45,27,0,0,1,4,0,1,0,1,1,0,2,2,1,0,1,1
1,45,3,0,1,1,5,1,1,2,1,0,0,0,0,0,2,0,1
2,29,-1,0,0,0,3,0,1,1,1,1,0,1,1,1,2,0,3
0,45,2,1,1,1,0,1,1,2,1,1,3,2,1,1,0,1,1
1,45,2,0,0,1,4,0,1,1,1,1,1,2,1,1,0,0,1
1,41,-1,0,1,1,5,0,1,2,1,2,0,0,1,1,0,0,2
3,47,-1,1,1,1,0,0,1,2,1,1,3,2,2,0,0,1,-1
1,45,32,0,1,1,5,0,0,0,0,0,2,0,0,0,0,0,2
2,45,34,0,0,0,5,0,1,0,1,0,2,2,1,1,0,0,2
2,7,-1,0,1,1,2,1,1,0,0,0,4,1,1,2,2,2,1
1,45,37,0,1,0,3,0,0,0,1,1,3,2,0,0,0,1,1
2,45,37,0,0,0,5,0,0,1,1,0,0,0,1,1,1,0,1
2,44,-1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,1,3
2,44,-1,0,0,0,4,0,1,0,1,1,3,0,0,1,2,1,2
1,45,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,2
2,7,-1,0,0,1,1,0,1,1,0,0,2,0,1,1,1,2,1
2,45,31,0,1,1,4,0,1,2,1,1,1,0,1,1,2,1,1
2,45,25,0,1,1,2,0,1,2,1,1,0,0,1,1,0,1,1
2,45,2,0,0,0,5,0,1,0,1,0,0,1,1,1,2,1,1
2,45,2,0,1,1,1,0,1,2,1,1,3,0,0,1,1,1,2
2,17,-1,0,1,1,2,0,1,0,1,1,4,0,1,1,1,0,1
2,45,2,0,1,0,4,0,1,2,1,2,4,1,1,1,2,1,1
2,45,24,0,1,1,2,1,1,2,2,2,0,2,0,2,1,2,2
2,45,2,0,0,0,5,1,1,0,0,0,0,2,1,1,0,2,2
2,5,-1,1,0,0,4,1,1,0,1,1,2,1,1,2,2,0,1
1,40,-1,0,1,0,3,0,1,0,1,1,0,2,0,0,0,0,1
2,45,29,0,1,1,5,1,1,2,1,1,2,2,1,0,0,1,2
1,45,29,0,1,1,5,0,0,1,1,0,3,2,0,0,0,1,2
2,45,15,0,1,0,5,0,1,1,0,0,0,1,1,1,1,0,1
0,44,-1,0,1,1,5,0,1,0,1,1,0,2,0,0,0,2,2
1,45,30,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1
2,45,2,0,1,0,4,0,1,0,1,0,2,0,1,1,2,0,1
1,17,-1,0,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1
2,20,-1,0,0,0,4,0,1,0,1,1,0,1,1,1,2,1,1
2,14,-1,0,0,0,4,0,1,0,1,1,2,1,1,2,2,0,2
2,45,9,0,1,1,0,1,1,2,1,0,0,2,0,0,0,1,4
2,17,-1,0,1,1,0,1,1,0,1,1,4,1,1,2,2,2,1
2,46,-1,0,0,0,2,1,1,0,0,1,0,1,1,1,0,0,1
2,29,-1,0,1,1,4,1,1,2,2,1,4,1,1,2,2,2,1
2,44,-1,0,1,1,4,0,1,0,1,0,2,1,1,1,2,0,2
1,45,28,0,0,1,5,0,0,2,1,0,0,0,1,0,0,0,1
2,45,2,0,0,0,4,0,0,1,1,2,0,1,1,1,1,2,1
2,45,37,0,1,1,1,0,1,2,1,1,1,2,1,1,1,1,1
1,45,16,0,0,0,5,0,0,1,2,0,0,0,1,1,0,0,1
2,45,11,0,0,0,5,0,0,0,1,1,0,1,1,2,0,0,1
1,45,31,0,0,0,5,0,1,2,2,2,2,1,1,1,1,2,1
2,7,-1,1,0,0,1,1,1,0,1,1,2,0,1,1,2,2,1
1,45,28,0,1,1,4,0,1,0,1,1,4,2,1,0,1,2,1
2,45,21,1,0,1,0,1,1,0,1,1,2,2,0,1,1,0,2
2,45,25,0,0,0,2,0,1,0,1,1,0,0,1,2,2,0,2
1,45,2,0,0,1,2,0,1,1,1,1,1,0,0,1,1,0,1
2,45,36,0,0,0,4,0,1,0,1,0,0,1,1,1,2,0,1
2,45,41,0,0,0,5,0,1,1,0,0,0,1,1,1,2,0,1
2,0,-1,0,0,0,1,1,1,1,0,0,4,1,1,1,2,0,0
1,45,15,0,0,1,2,0,1,2,1,0,0,0,1,1,0,0,1
2,45,32,0,1,1,0,1,1,2,2,2,2,1,1,2,2,2,1
2,44,-1,0,1,0,4,0,1,0,1,1,0,0,0,0,0,1,1
2,45,13,0,0,0,5,1,1,0,2,0,2,0,1,0,0,0,2
2,45,32,0,0,1,5,0,1,2,2,2,0,0,1,1,2,2,3
1,45,15,0,0,0,1,1,1,0,0,1,0,1,1,1,2,2,2
2,7,-1,0,1,1,4,0,1,2,1,1,4,1,1,2,2,2,1
2,45,2,0,1,0,5,0,1,0,1,0,0,2,1,1,1,1,2
2,45,40,0,1,0,5,0,1,1,0,0,0,0,1,1,1,0,2
1,45,2,0,0,1,1,0,1,2,1,1,1,2,0,1,1,1,1
2,45,1,0,0,1,2,0,1,2,2,1,0,1,1,1,2,0,1
2,7,-1,0,1,1,5,0,0,2,2,2,0,0,0,1,1,0,2
2,45,15,1,1,1,4,1,1,2,1,1,4,1,1,2,2,2,3
3,45,39,0,1,0,5,0,1,2,2,0,0,2,0,0,1,2,2
2,45,41,0,1,1,5,0,1,2,2,1,3,2,1,1,0,1,1
2,45,2,0,0,1,4,0,1,1,1,1,0,2,2,1,0,0,2
2,45,31,0,1,1,1,0,1,1,1,0,0,2,1,0,0,0,1
2,45,18,0,0,0,5,0,1,0,1,1,2,1,1,2,2,0,2
2,5,-1,0,0,0,4,0,1,2,1,1,2,0,1,1,1,1,1
2,28,-1,0,1,0,1,0,1,0,1,1,0,2,1,0,0,0,2
2,44,-1,0,0,0,4,0,1,0,1,1,0,0,1,1,0,2,2
2,45,31,0,0,0,3,0,1,0,1,1,0,0,0,1,1,0,2
2,44,-1,0,0,0,2,0,1,0,0,0,0,1,1,1,2,2,1
1,45,2,0,0,0,3,0,1,1,2,2,4,0,1,1,2,2,2
2,45,38,0,0,0,4,1,1,2,1,1,2,2,0,1,0,0,1
1,45,2,0,1,0,2,0,1,1,1,1,1,0,0,1,0,1,1
2,45,37,0,1,1,4,1,1,0,2,0,2,2,1,1,2,2,1
2,44,-1,1,0,1,2,1,1,0,1,1,2,0,0,1,2,2,2
2,45,2,0,1,1,5,0,1,2,1,1,0,0,1,1,2,1,4
2,44,-1,0,0,1,5,0,1,0,1,1,3,2,0,0,1,1,1
2,15,-1,0,0,0,4,0,1,2,1,1,0,0,1,2,2,1,1
1,28,-1,0,0,1,1,1,1,2,1,1,0,2,1,1,0,0,3
2,45,31,0,0,1,1,1,1,2,2,2,4,1,1,1,2,2,2
2,45,2,0,0,1,5,0,1,2,2,2,2,0,1,1,2,2,4
2,45,29,0,0,0,4,0,1,0,1,1,3,2,1,0,0,1,1
1,44,-1,0,0,1,5,0,1,2,1,2,0,2,1,1,1,1,2
2,45,29,0,0,0,4,1,1,0,1,1,3,0,1,1,2,0,2
2,45,2,0,0,1,5,0,1,1,2,2,0,0,0,0,0,0,4
2,17,-1,0,1,1,4,0,1,1,1,1,1,2,0,1,0,1,1
2,17,-1,1,1,1,2,1,1,0,0,0,0,1,0,2,2,0,1
2,14,-1,0,0,0,3,1,0,0,1,0,4,2,1,0,0,0,0
1,45,28,0,0,0,1,0,1,1,1,1,0,0,1,1,2,0,1
2,45,39,0,0,0,2,0,0,1,0,0,0,1,1,2,2,2,1
2,45,2,0,0,1,5,0,1,2,2,2,2,2,0,0,0,0,3
1,44,-1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0
2,45,10,0,0,1,4,0,1,2,1,1,0,0,1,1,0,0,1
2,45,37,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0,3
2,17,-1,0,0,1,2,0,0,2,0,1,2,0,1,1,1,1,3
1,45,28,0,1,1,2,0,1,1,1,1,0,2,0,1,0,0,1
2,45,2,1,1,1,0,1,1,2,1,1,4,1,1,2,2,2,1
2,22,16,0,0,0,4,0,1,0,1,1,4,0,1,1,2,2,1
2,23,-1,0,0,0,4,0,0,0,1,1,0,0,0,1,1,1,2
2,45,2,0,0,0,5,0,1,1,0,0,0,1,1,0,1,2,2
2,45,32,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1
2,22,-1,0,0,0,2,0,1,0,1,1,1,2,1,1,0,1,1
1,45,2,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1
2,45,41,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,1
1,45,28,0,1,1,5,0,1,1,0,1,0,0,1,1,1,2,1
2,45,37,0,0,1,5,0,0,1,1,1,1,2,0,1,0,1,2
1,45,2,1,1,1,0,1,1,1,1,1,1,2,1,1,0,1,1
2,44,-1,0,0,1,5,1,0,2,2,2,4,1,1,2,2,1,4
2,28,-1,0,0,0,4,0,1,1,0,0,2,1,1,1,1,2,2
1,45,1,0,0,1,2,0,1,2,1,1,0,0,0,0,0,1,2
2,21,-1,1,1,0,5,0,1,0,1,1,0,2,0,1,0,1,2
2,44,-1,0,0,0,2,0,1,1,1,0,0,1,1,0,1,0,2
2,17,-1,0,0,0,5,0,0,1,0,2,0,1,1,2,2,0,1
1,45,29,0,0,1,1,0,1,2,1,1,0,2,0,0,0,1,2
2,45,2,0,0,1,5,0,1,2,2,2,0,0,1,1,0,2,3
2,45,12,0,0,0,1,0,0,0,2,1,3,0,1,2,2,1,3
2,44,-1,0,1,1,4,1,1,0,1,1,0,1,1,2,2,2,2
2,45,2,0,1,1,5,0,1,2,2,2,4,1,1,1,2,2,3
2,45,2,0,0,0,5,0,1,1,2,0,0,1,1,1,2,2,1
1,45,28,0,0,1,3,1,1,2,2,2,4,1,1,1,1,0,2
1,45,41,0,0,0,4,0,1,0,1,1,2,0,1,1,0,2,1
2,45,2,0,0,0,5,0,1,1,1,0,0,0,1,0,0,0,1
2,45,41,0,0,0,2,0,1,2,2,2,4,1,1,2,2,2,2
2,45,39,0,1,1,5,0,1,1,2,2,0,2,1,0,0,1,2
2,45,22,0,0,0,4,1,1,0,1,0,0,0,1,1,0,0,3
2,45,29,0,0,1,3,1,1,1,2,2,0,1,1,1,2,2,3
1,45,32,0,1,1,5,0,0,2,2,2,4,0,1,2,2,1,2
2,17,-1,0,0,1,4,0,1,2,1,1,4,2,2,1,1,1,2
2,44,-1,0,1,1,2,0,1,2,1,1,4,0,0,2,2,1,2
2,45,2,0,0,0,5,0,1,2,0,2,0,0,1,1,2,2,4
1,45,37,0,0,0,5,0,0,1,0,0,0,0,0,1,1,0,1
2,45,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0,1,2
2,4,-1,0,1,0,2,1,1,1,0,0,0,0,2,0,0,0,1
2,45,10,1,1,1,0,1,1,2,0,1,1,0,1,1,2,2,2
1,45,-1,0,1,1,3,1,1,2,2,2,4,0,0,1,1,2,3
2,1,-1,1,0,0,0,0,1,2,0,0,2,1,1,1,1,2,1
2,29,-1,0,0,1,2,1,1,2,2,1,1,2,2,0,0,0,4
2,45,22,0,0,1,4,0,1,2,1,2,4,1,1,0,1,2,1
1,7,-1,1,1,1,1,1,1,1,0,0,0,0,0,1,2,2,2
2,44,-1,0,0,0,4,0,1,0,1,1,0,1,1,1,2,0,1
2,0,-1,0,0,1,1,0,1,2,2,2,2,1,1,2,2,1,2
1,19,-1,1,1,0,0,1,1,0,1,1,3,2,0,0,0,1,1
2,41,-1,0,0,0,4,0,1,0,1,0,4,1,1,1,2,2,1
2,7,-1,0,0,0,2,0,1,1,0,1,0,2,0,0,0,0,1
1,0,-1,0,1,1,4,0,1,2,1,1,1,2,1,1,1,1,1
2,45,42,0,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2
2,45,2,0,1,1,5,0,1,0,1,0,0,0,1,0,0,1,1
2,44,-1,0,0,0,4,0,1,0,1,1,0,0,0,1,1,0,1
1,45,2,0,1,1,3,0,1,2,1,0,0,1,1,1,1,1,1
1,45,19,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1
1,45,32,0,1,1,1,0,1,2,1,1,2,1,1,2,2,2,2
2,44,-1,0,0,0,4,0,1,0,1,1,0,1,1,2,2,2,2
1,45,2,0,1,1,1,1,1,0,1,0,0,2,2,1,1,1,1
3,44,-1,0,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1
1,44,-1,0,0,0,4,0,1,1,1,1,4,0,1,0,1,2,1
2,44,-1,0,0,0,2,1,1,1,0,0,4,1,1,2,2,2,1
2,45,2,0,1,1,5,0,1,0,1,2,1,2,1,1,2,1,2
2,45,2,0,1,0,5,0,1,2,2,2,0,1,1,1,2,2,1
2,17,-1,0,0,0,2,0,1,0,0,1,2,0,1,1,1,0,1
1,45,2,0,1,0,3,0,0,1,1,1,0,0,1,1,1,0,1
2,29,-1,0,0,1,4,0,1,0,1,1,4,1,1,1,2,0,2
1,7,-1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,2,1
3,44,-1,0,0,1,2,0,1,2,2,1,2,0,1,1,1,2,1
1,29,-1,0,1,1,1,1,1,0,1,1,2,0,0,1,1,0,1
1,7,-1,0,0,1,5,0,0,1,0,0,0,0,1,1,1,0,2
2,0,-1,0,0,0,5,0,1,2,2,2,4,1,1,1,2,2,2
2,45,28,0,0,0,2,0,1,0,0,0,0,2,1,1,0,0,2
2,28,-1,0,1,1,4,1,1,1,1,0,2,1,1,1,2,2,1
2,45,2,0,0,0,5,0,1,1,0,0,0,0,0,1,1,2,1
2,45,6,1,0,0,4,1,0,0,1,1,4,0,1,1,0,2,4
2,45,31,0,1,1,1,1,1,0,1,0,0,1,1,1,0,2,1
2,0,-1,0,0,0,5,0,1,1,0,0,4,1,1,1,2,2,2
2,45,3,0,0,1,2,0,1,1,1,0,0,1,1,1,1,0,2
2,7,-1,0,0,0,2,0,1,0,1,1,1,1,1,1,1,1,2
2,45,7,0,0,1,5,0,1,2,1,1,1,0,1,1,0,1,1
2,45,31,0,0,1,3,0,1,1,2,0,0,2,0,2,2,0,2
2,45,2,0,0,1,5,0,1,0,1,2,2,1,1,2,1,0,2
2,45,2,0,1,0,5,0,1,1,0,0,2,0,1,0,1,1,2
2,45,32,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,2
2,45,2,0,1,1,0,0,1,2,1,1,0,0,1,1,2,2,1
2,45,2,0,0,1,5,0,1,2,2,2,2,0,0,2,2,0,3
1,45,28,0,0,0,3,0,1,1,0,2,0,1,1,1,2,2,1
1,45,15,0,1,1,2,0,1,2,1,1,1,1,1,2,2,1,1
2,45,-1,0,0,0,2,1,1,2,1,1,0,1,1,0,0,1,3
2,45,32,0,1,0,2,0,1,0,1,0,2,1,1,2,2,2,2
2,45,33,0,0,0,2,0,1,0,0,1,0,1,1,2,2,0,1
2,45,18,0,1,0,4,1,1,1,1,1,4,1,1,1,2,2,2
2,7,-1,1,0,0,2,1,1,2,1,1,3,2,1,1,0,1,1
2,45,10,0,1,1,2,1,0,0,1,1,0,0,1,1,1,0,2
2,45,2,0,1,1,5,0,1,0,1,1,0,0,0,1,1,0,3
2,45,31,0,1,0,1,1,1,0,1,0,0,1,1,1,2,0,3
2,7,-1,0,0,1,5,0,0,1,2,2,1,0,1,1,0,0,1
2,45,11,0,0,0,4,0,1,2,1,1,4,1,1,1,2,2,2
2,37,-1,0,0,0,0,1,1,0,1,1,0,2,1,1,2,1,1
1,45,15,0,0,0,2,0,0,1,1,1,2,0,0,2,2,0,2
2,0,-1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1
1,45,18,0,0,0,2,0,1,2,2,1,0,0,1,1,1,0,1
2,45,29,0,1,1,4,0,1,0,1,1,2,0,1,2,2,0,2
2,45,29,0,0,1,4,0,1,2,1,1,2,1,1,2,2,0,3
2,45,24,0,1,1,2,1,1,2,1,1,0,0,1,1,1,0,2
2,45,29,0,1,1,2,0,1,0,1,1,1,2,1,1,1,0,1
2,7,-1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0
2,45,36,0,1,1,5,0,1,1,2,2,0,0,1,1,1,1,3
2,45,31,0,1,0,1,0,1,2,2,2,0,1,1,1,2,2,1
2,45,32,0,0,0,1,0,1,1,0,0,0,1,1,1,1,2,1
1,45,-1,0,1,1,1,0,1,1,1,1,1,2,0,0,0,1,1
2,45,28,0,0,0,2,1,1,0,1,0,0,2,1,0,0,0,2
2,45,41,0,0,0,3,1,1,1,0,0,0,1,1,2,2,2,3
2,45,28,0,1,1,1,0,1,0,1,0,1,2,2,1,0,1,2
2,45,2,0,1,0,1,0,1,2,2,2,0,1,1,1,2,0,1
2,45,36,1,1,0,4,1,1,0,2,2,4,1,1,2,2,2,2
2,45,42,0,1,1,1,0,0,1,1,1,1,2,2,0,0,1,2
1,45,42,1,1,1,0,1,0,2,1,2,1,1,1,2,2,2,1
2,45,32,0,0,0,5,0,1,1,0,0,0,0,0,0,0,1,1
2,45,18,0,0,0,1,0,1,2,1,1,0,0,0,1,1,1,2
2,45,44,0,0,0,0,1,1,0,1,0,0,2,0,1,1,0,3
2,45,13,0,0,0,2,0,0,1,1,1,0,0,2,1,0,1,1
2,45,28,0,0,0,2,0,1,0,1,1,0,1,1,2,2,2,1
2,0,-1,0,0,0,0,1,1,0,1,1,0,2,1,0,0,0,1
2,45,37,0,0,1,4,0,1,2,1,1,2,1,1,1,2,2,2
2,45,42,1,0,0,4,1,0,2,1,1,4,1,1,1,2,2,3
2,45,41,0,0,0,5,0,0,0,1,1,0,0,1,1,0,1,2
2,37,-1,0,0,0,2,0,1,1,1,1,2,0,1,1,0,1,1
2,45,41,0,0,0,5,0,1,0,1,1,4,2,0,1,0,0,1
2,45,7,1,0,1,4,1,1,1,1,2,1,1,1,2,2,2,1
2,45,18,0,0,0,2,0,1,0,2,0,0,1,1,1,1,2,2
2,45,16,0,1,1,1,1,0,2,1,1,3,2,1,1,0,1,2
2,28,-1,0,1,0,2,1,1,1,1,0,0,0,0,1,1,0,2
2,44,-1,0,1,1,1,0,1,2,1,1,4,1,1,1,2,2,1
2,17,-1,0,1,0,1,0,1,0,1,1,2,1,1,1,1,0,1
2,28,-1,1,0,0,0,0,1,1,1,1,0,1,0,1,2,1,1
1,45,41,0,0,1,2,1,1,2,1,1,4,0,1,1,1,0,2
1,45,2,0,1,1,5,0,1,2,2,2,2,2,0,0,0,0,1
1,45,31,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,2
1,45,2,0,1,1,3,0,1,2,2,2,1,0,1,0,1,1,1
0,7,-1,0,1,1,1,0,0,2,1,1,1,2,0,1,1,1,2
2,45,2,1,1,1,4,0,1,2,1,1,2,1,1,1,1,1,2
2,7,-1,0,0,0,2,1,1,2,1,1,3,2,0,1,0,1,2
2,45,18,0,1,1,2,1,1,1,1,0,0,2,1,1,1,0,1
1,44,-1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1
2,45,15,0,1,1,4,0,1,2,1,1,0,2,0,1,1,0,4
2,17,-1,0,0,0,4,1,1,0,1,1,4,1,1,2,2,2,2
1,45,2,0,0,1,1,1,1,2,1,0,2,0,1,1,2,2,2
2,17,-1,0,0,1,1,0,0,0,2,0,4,1,1,1,2,2,2
2,17,-1,0,0,0,2,0,1,0,1,1,2,1,1,1,1,0,1
2,33,-1,1,1,1,4,0,1,0,1,1,2,1,1,1,2,2,2
2,44,-1,0,0,1,2,0,1,0,1,1,2,1,1,1,2,2,1
2,45,-1,1,0,0,0,1,1,1,1,1,4,1,1,1,2,2,2
2,24,-1,1,1,1,0,1,1,2,2,1,1,2,2,0,0,1,3
2,17,-1,0,0,0,2,0,1,2,1,1,4,1,1,1,2,2,2
2,17,-1,0,0,0,2,0,1,0,1,1,4,0,1,1,1,0,2
1,0,-1,0,1,1,5,0,0,2,2,2,1,2,1,1,1,1,1
2,45,2,0,0,0,2,0,1,2,1,2,1,2,0,0,0,0,4
1,3,-1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2
2,21,-1,1,0,0,4,0,1,0,1,1,0,2,0,0,0,0,2
2,21,-1,0,1,1,2,0,1,0,1,1,0,0,1,1,1,1,1
2,0,-1,0,0,0,2,0,1,0,1,1,4,1,1,1,1,0,1
1,0,-1,0,1,0,1,0,0,2,2,2,2,1,1,2,2,0,1
1,28,-1,0,0,0,4,0,1,0,1,1,0,1,1,0,1,0,1
2,45,6,0,0,0,5,1,0,0,2,2,0,1,1,1,1,0,2
2,44,-1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1
2,44,-1,1,1,1,0,1,1,1,1,1,4,1,1,1,2,0,4
1,0,-1,0,1,0,3,0,0,0,2,2,0,2,0,0,0,0,2
2,45,41,0,0,1,3,0,0,1,2,2,4,0,1,0,0,2,2
2,30,-1,0,0,0,4,0,1,0,1,1,0,0,1,2,2,0,1
2,33,-1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,2,1
2,17,-1,1,0,0,0,1,1,0,1,1,0,1,1,1,2,0,2
2,44,-1,0,1,1,5,0,1,2,1,0,0,0,1,1,2,2,1
2,17,-1,0,0,0,4,0,1,0,1,0,2,1,1,1,2,0,2
1,42,-1,0,0,0,5,0,1,2,2,2,2,1,1,1,1,2,0
2,44,-1,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,1
2,45,2,0,0,0,5,0,1,1,0,0,0,0,0,1,1,0,2
2,21,-1,1,0,0,0,1,1,0,1,1,1,0,1,1,2,2,1
2,23,-1,0,0,0,5,0,0,0,1,1,4,1,1,1,1,0,1
2,21,-1,0,0,1,2,1,1,0,0,1,3,0,0,1,0,1,1
2,20,-1,1,0,0,0,1,1,0,0,0,4,0,0,1,1,2,1
2,21,-1,0,0,0,5,0,1,1,0,0,0,1,1,0,0,0,1
2,28,-1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1
2,15,-1,0,0,0,1,0,1,0,1,1,0,1,1,1,2,0,3
2,36,-1,0,0,0,2,0,1,1,1,0,1,1,1,1,0,0,1
2,45,22,0,1,0,4,0,1,1,1,0,0,0,1,0,0,0,1
2,7,-1,0,0,0,1,1,1,1,0,2,2,1,1,1,1,2,1
1,22,-1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,2,1
2,7,-1,0,1,0,2,0,1,0,1,1,0,0,0,1,1,1,2
2,45,10,0,0,1,2,1,0,1,1,0,0,1,1,1,2,0,1
2,20,-1,0,0,0,2,0,1,0,1,1,0,0,0,1,2,0,1
1,45,29,0,1,1,4,0,1,0,1,1,0,2,1,0,0,0,1
2,17,-1,1,0,0,0,0,1,2,1,1,4,1,1,2,2,2,1
2,45,39,0,0,1,0,1,1,1,1,2,4,1,1,2,2,2,3
2,6,-1,0,0,1,2,1,1,0,1,1,2,0,1,1,1,0,2
2,45,19,0,0,1,5,0,0,2,2,2,0,1,1,1,2,0,2
3,45,20,0,1,1,2,0,0,1,1,1,1,0,0,0,0,1,0
1,7,-1,0,0,1,5,1,0,2,2,0,2,1,1,0,2,0,1
1,44,-1,0,0,0,4,0,1,0,1,1,0,2,0,1,0,0,1
1,20,-1,0,1,1,5,0,1,1,1,0,0,2,0,0,0,0,1
1,45,22,0,1,1,5,0,1,2,2,2,2,1,1,1,2,2,2
2,45,28,0,1,1,1,0,1,1,2,2,2,0,0,1,2,2,3
2,45,26,0,0,0,2,1,1,0,1,1,0,0,1,1,0,0,1
1,44,-1,0,0,1,4,1,1,1,2,0,4,1,1,2,2,2,1
2,7,-1,0,0,1,4,0,1,0,1,1,2,0,0,1,1,0,1
2,28,-1,0,0,0,0,1,1,0,1,1,2,1,1,2,2,2,1
2,17,-1,0,0,0,2,0,1,0,1,0,2,1,1,1,0,0,1
1,7,-1,0,0,0,5,0,1,1,0,0,2,1,1,1,2,0,1
2,44,-1,0,0,0,4,0,1,0,1,1,0,2,1,0,0,1,2
2,44,-1,0,0,1,2,0,0,2,1,1,4,1,1,0,2,2,2
2,15,-1,0,0,0,1,0,1,0,1,1,2,0,0,1,1,1,2
1,45,37,0,0,0,5,1,0,2,1,1,3,2,0,0,0,1,2
2,15,-1,0,0,0,3,0,1,0,1,0,0,0,0,1,0,2,2
2,45,34,0,0,0,4,0,1,0,1,0,1,0,0,1,0,0,1
2,45,6,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1
2,45,41,1,1,1,0,1,1,2,2,2,3,1,1,2,2,2,2
2,45,2,0,1,1,1,0,1,2,0,0,0,0,1,2,2,0,2
2,45,29,0,0,1,2,0,0,2,2,1,2,1,1,1,2,2,1
2,45,36,0,1,1,2,0,0,1,1,2,2,2,1,0,0,1,3
2,44,-1,0,0,1,1,0,1,0,1,1,0,0,1,2,2,1,2
2,45,28,0,0,0,2,0,1,1,1,1,0,2,2,1,0,1,1
2,45,28,1,0,1,0,1,1,1,0,0,4,1,1,2,2,0,2
1,45,20,0,0,0,2,1,1,1,1,0,0,2,1,1,0,0,2
2,45,28,0,0,1,2,0,1,2,1,1,4,1,1,2,2,2,1
2,44,-1,0,0,0,4,0,1,0,1,1,2,0,0,1,2,0,2
2,15,-1,0,0,0,4,0,1,1,0,0,0,1,1,2,2,2,1
2,45,36,0,1,0,1,0,1,0,1,0,4,1,1,1,2,0,1
2,45,3,0,0,0,4,0,1,2,1,2,0,0,1,1,1,1,1
2,45,32,1,1,1,0,1,1,2,0,0,3,2,0,1,0,1,2
2,44,-1,0,0,1,2,0,0,0,1,1,1,2,1,0,0,0,-1
2,17,-1,0,0,0,3,0,1,2,0,2,2,0,0,1,2,2,1
2,45,28,1,0,0,4,1,1,2,2,1,2,1,1,2,2,2,2
2,28,-1,0,1,0,4,0,1,0,1,1,4,1,1,1,2,2,1
2,45,19,0,0,0,2,0,1,1,1,0,0,1,1,2,2,0,1
